"Model type","Regularization","Iteration","Accuracy","Precision (Label: 0)","Precision (Label: 1)","Recall (Label: 0)","Recall (Label: 1)","F1 (Label: 0)","F1 (Label: 1)"
"All data","1.0E-6","28","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","29","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","30","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","31","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","32","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","33","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","34","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","35","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","36","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","37","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","38","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","39","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","40","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","41","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","42","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","43","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","44","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","45","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","46","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","47","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","48","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","49","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","50","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","2.0E-6","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-6","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-6","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-6","4","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-6","5","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","2.0E-6","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","20","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","21","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","22","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","23","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","24","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-6","25","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","26","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","27","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","28","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","29","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","30","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","31","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","32","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","33","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","34","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","35","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","36","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","37","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","38","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","39","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","40","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","41","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","42","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","43","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","44","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","45","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","46","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","47","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","48","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","49","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-6","50","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","4.0E-6","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-6","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-6","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-6","4","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-6","5","0.75","0.8125","0.5","0.8666666666666667","0.4","0.8387096774193549","0.4444444444444445"
"All data","4.0E-6","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","20","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","21","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","22","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","23","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","24","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","25","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","26","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","27","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","28","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","29","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","30","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","31","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","32","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","33","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","34","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","35","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","36","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","37","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","38","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","39","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","40","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","41","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","4.0E-6","42","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","43","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","44","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","45","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","46","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","47","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","48","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","49","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-6","50","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-6","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-6","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-6","4","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-6","5","0.7","0.7647058823529411","0.3333333333333333","0.8666666666666667","0.2","0.8125","0.25"
"All data","8.0E-6","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","20","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","21","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","22","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","23","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","24","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","25","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","26","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","27","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","28","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","29","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","30","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","31","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","32","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","33","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","34","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","35","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","36","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","37","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","38","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","39","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","40","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","41","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","42","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","43","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","44","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","45","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","46","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","47","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","48","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","49","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-6","50","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-5","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-5","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-5","4","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-5","5","0.7","0.7647058823529411","0.3333333333333333","0.8666666666666667","0.2","0.8125","0.25"
"All data","1.0E-5","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-5","18","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","19","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","20","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","21","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","22","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","23","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","24","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","25","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","26","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","27","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","28","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","29","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","30","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","31","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","32","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","33","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","34","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","35","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","36","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","37","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","38","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","39","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","40","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","41","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","42","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","43","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","44","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","45","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","46","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","47","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","48","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","49","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","1.0E-5","50","0.65","0.8333333333333334","0.375","0.6666666666666666","0.6","0.7407407407407408","0.4615384615384615"
"All data","2.0E-5","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-5","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-5","3","0.7","0.7368421052631579","0.0","0.9333333333333333","0.0","0.8235294117647058","NaN"
"All data","2.0E-5","4","0.75","0.8571428571428571","0.5","0.8","0.6","0.8275862068965518","0.5454545454545454"
"All data","2.0E-5","5","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-5","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-5","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-5","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
