"Model type","Regularization","Iteration","Accuracy","Precision (Label: 0)","Precision (Label: 1)","Recall (Label: 0)","Recall (Label: 1)","F1 (Label: 0)","F1 (Label: 1)"
"All data","1.0E-7","46","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-7","47","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-7","48","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-7","49","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-7","50","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-7","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-7","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","2.0E-7","4","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","2.0E-7","5","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","20","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","21","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","22","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","23","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","24","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","25","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","26","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","27","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","28","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","29","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","30","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","31","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","32","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","33","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","34","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","35","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","36","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","37","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","38","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","39","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","40","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","41","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","42","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","43","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","44","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","45","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","46","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","47","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","48","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","49","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","2.0E-7","50","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-7","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-7","3","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","4.0E-7","4","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","4.0E-7","5","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","20","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","21","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","22","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","23","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","24","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","25","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","26","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","27","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","28","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","29","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","30","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","31","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","32","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","33","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","34","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","35","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","36","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","37","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","38","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","39","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","40","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","41","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","42","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","43","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","44","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","45","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","46","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","47","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","48","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","49","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","4.0E-7","50","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-7","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","8.0E-7","3","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","4","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","5","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","8.0E-7","20","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","21","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","22","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","23","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","24","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","25","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","26","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","27","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","28","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","29","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","30","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","31","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","32","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","33","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","34","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","8.0E-7","35","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","36","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","37","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","38","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","39","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","40","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","41","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","42","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","43","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","44","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","45","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","46","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","47","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","48","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","49","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","8.0E-7","50","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","1","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-6","2","0.75","0.75","NaN","1.0","0.0","0.8571428571428571","NaN"
"All data","1.0E-6","3","0.7","0.8","0.4","0.8","0.4","0.8000000000000002","0.4000000000000001"
"All data","1.0E-6","4","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","5","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","6","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","7","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","8","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","9","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","10","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","11","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","12","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","13","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","14","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","15","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","16","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","17","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","18","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","19","0.7","0.8461538461538461","0.42857142857142855","0.7333333333333333","0.6","0.7857142857142856","0.5"
"All data","1.0E-6","20","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","21","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","22","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","23","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","24","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","25","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","26","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
"All data","1.0E-6","27","0.65","0.7857142857142857","0.3333333333333333","0.7333333333333333","0.4","0.7586206896551724","0.3636363636363636"
