Model type,Regularization,Iteration,Accuracy,L0 Precision,L1 Precision,L0 Recall,L1 Recall,L0 F1,L1 F1,
Validation Data,0.1,37,0.9,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.8888888888888888,
